"","x"
"485","ENSP00000364794"
"486","ENSP00000378163"
"487","ENSP00000391249"
"488","ENSP00000405338"
"489","ENSP00000414022"
"490","ENSP00000424079"
"491","ENSP00000434024"
"492","ENSP00000460885"
"493","ENSP00000473384"
"494","ENSP00000480132"
"495","ENSP00000482228"
"496","ENSP00000484472"
