"","x"
"362","ENSP00000415034"
"363","ENSP00000415609"
"364","ENSP00000415769"
"365","ENSP00000416168"
"366","ENSP00000416429"
"367","ENSP00000416658"
"368","ENSP00000416996"
"369","ENSP00000417132"
"370","ENSP00000417183"
"371","ENSP00000417196"
"372","ENSP00000417601"
"373","ENSP00000418081"
"374","ENSP00000418348"
"375","ENSP00000418875"
"376","ENSP00000419101"
"377","ENSP00000419195"
"378","ENSP00000419199"
"379","ENSP00000419371"
"380","ENSP00000419599"
"381","ENSP00000420065"
"382","ENSP00000420213"
"383","ENSP00000420315"
"384","ENSP00000422431"
"385","ENSP00000429608"
"386","ENSP00000430344"
"387","ENSP00000432472"
"388","ENSP00000432799"
"389","ENSP00000439378"
"390","ENSP00000441600"
"391","ENSP00000442600"
"392","ENSP00000454545"
"393","ENSP00000454903"
"394","ENSP00000455385"
"395","ENSP00000478310"
"396","ENSP00000478458"
"397","ENSP00000480301"
"398","ENSP00000480890"
"399","ENSP00000482032"
"400","ENSP00000482632"
"401","ENSP00000483059"
"402","ENSP00000263753"
"403","ENSP00000253699"
"404","ENSP00000307567"
"405","ENSP00000346927"
"406","ENSP00000329735"
"407","ENSP00000347195"
"408","ENSP00000417509"
"409","ENSP00000391788"
"410","ENSP00000418813"
"411","ENSP00000407301"
"412","ENSP00000379370"
"413","ENSP00000380427"
"414","ENSP00000386193"
"415","ENSP00000389841"
"416","ENSP00000400448"
"417","ENSP00000417518"
"418","ENSP00000417806"
"419","ENSP00000418868"
"420","ENSP00000420487"
"421","ENSP00000422941"
"422","ENSP00000476046"
"423","ENSP00000480050"
"424","ENSP00000480660"
"425","ENSP00000481301"
"426","ENSP00000481593"
"427","ENSP00000484146"
"428","ENSP00000393183"
"429","ENSP00000417517"
