"","x"
"404","ENSP00000307264"
"405","ENSP00000307305"
"406","ENSP00000307674"
"407","ENSP00000307889"
"408","ENSP00000307975"
"409","ENSP00000308208"
"410","ENSP00000308275"
"411","ENSP00000308330"
"412","ENSP00000308413"
"413","ENSP00000308541"
"414","ENSP00000309116"
"415","ENSP00000309521"
"416","ENSP00000309714"
"417","ENSP00000309792"
"418","ENSP00000309830"
"419","ENSP00000310219"
"420","ENSP00000310301"
"421","ENSP00000310332"
"422","ENSP00000310901"
"423","ENSP00000310998"
"424","ENSP00000311280"
"425","ENSP00000311360"
"426","ENSP00000311479"
"427","ENSP00000311528"
"428","ENSP00000311857"
"429","ENSP00000312126"
"430","ENSP00000312250"
"431","ENSP00000312273"
"432","ENSP00000312506"
"433","ENSP00000312634"
"434","ENSP00000312664"
"435","ENSP00000313007"
"436","ENSP00000313681"
"437","ENSP00000313967"
"438","ENSP00000314023"
"439","ENSP00000314080"
"440","ENSP00000314129"
"441","ENSP00000314606"
"442","ENSP00000314615"
"443","ENSP00000314619"
"444","ENSP00000314897"
"445","ENSP00000315011"
"446","ENSP00000315370"
"447","ENSP00000315702"
"448","ENSP00000315768"
"449","ENSP00000315791"
"450","ENSP00000316054"
"451","ENSP00000316173"
"452","ENSP00000316532"
"453","ENSP00000317128"
"454","ENSP00000317232"
"455","ENSP00000317674"
"456","ENSP00000317985"
"457","ENSP00000318270"
"458","ENSP00000318646"
"459","ENSP00000318822"
"460","ENSP00000319240"
"461","ENSP00000319255"
"462","ENSP00000319501"
"463","ENSP00000319744"
"464","ENSP00000320084"
"465","ENSP00000320147"
"466","ENSP00000320246"
"467","ENSP00000320917"
"468","ENSP00000321203"
"469","ENSP00000321326"
"470","ENSP00000321617"
"471","ENSP00000322419"
"472","ENSP00000322775"
"473","ENSP00000322885"
"474","ENSP00000322915"
"475","ENSP00000323047"
"476","ENSP00000323300"
"477","ENSP00000323313"
"478","ENSP00000323424"
"479","ENSP00000323687"
"480","ENSP00000324422"
"481","ENSP00000325017"
"482","ENSP00000325369"
"483","ENSP00000325690"
"484","ENSP00000326042"
"485","ENSP00000326063"
"486","ENSP00000326119"
"487","ENSP00000326247"
"488","ENSP00000326424"
"489","ENSP00000326531"
"490","ENSP00000326550"
"491","ENSP00000326603"
"492","ENSP00000326948"
"493","ENSP00000327116"
"494","ENSP00000327290"
"495","ENSP00000327801"
"496","ENSP00000327832"
"497","ENSP00000328228"
"498","ENSP00000328405"
"499","ENSP00000328524"
"500","ENSP00000328547"
"501","ENSP00000328818"
"502","ENSP00000328835"
"503","ENSP00000328992"
"504","ENSP00000329418"
"505","ENSP00000329466"
"506","ENSP00000329558"
"507","ENSP00000329967"
"508","ENSP00000330523"
"509","ENSP00000330631"
"510","ENSP00000330696"
"511","ENSP00000330959"
"512","ENSP00000331152"
"513","ENSP00000331201"
"514","ENSP00000331369"
"515","ENSP00000331487"
"516","ENSP00000331643"
"517","ENSP00000331678"
"518","ENSP00000331907"
"519","ENSP00000331927"
"520","ENSP00000331965"
"521","ENSP00000332118"
"522","ENSP00000332151"
"523","ENSP00000333266"
"524","ENSP00000333667"
"525","ENSP00000333685"
"526","ENSP00000334153"
"527","ENSP00000334437"
"528","ENSP00000335062"
"529","ENSP00000335557"
"530","ENSP00000335560"
"531","ENSP00000335595"
"532","ENSP00000335620"
"533","ENSP00000335655"
"534","ENSP00000336687"
"535","ENSP00000336702"
"536","ENSP00000336750"
"537","ENSP00000336790"
"538","ENSP00000336799"
"539","ENSP00000336829"
"540","ENSP00000337060"
"541","ENSP00000337122"
"542","ENSP00000337261"
"543","ENSP00000337623"
"544","ENSP00000337746"
"545","ENSP00000337972"
"546","ENSP00000337998"
"547","ENSP00000338165"
"548","ENSP00000338283"
"549","ENSP00000338766"
"550","ENSP00000338785"
"551","ENSP00000338860"
"552","ENSP00000339001"
"553","ENSP00000339145"
"554","ENSP00000339161"
"555","ENSP00000339191"
"556","ENSP00000339328"
"557","ENSP00000339637"
"558","ENSP00000339754"
"559","ENSP00000339834"
"560","ENSP00000339916"
"561","ENSP00000340864"
"562","ENSP00000340874"
"563","ENSP00000340900"
"564","ENSP00000340989"
"565","ENSP00000341141"
"566","ENSP00000341489"
"567","ENSP00000341562"
"568","ENSP00000341885"
"569","ENSP00000342082"
"570","ENSP00000342222"
"571","ENSP00000342307"
"572","ENSP00000342502"
"573","ENSP00000343629"
"574","ENSP00000343658"
"575","ENSP00000343690"
"576","ENSP00000343746"
"577","ENSP00000343930"
"578","ENSP00000344254"
"579","ENSP00000344314"
"580","ENSP00000344431"
"581","ENSP00000344609"
"582","ENSP00000344909"
"583","ENSP00000345096"
