"","x"
"546","ENSP00000328326"
"547","ENSP00000328336"
"548","ENSP00000328511"
"549","ENSP00000329210"
"550","ENSP00000329243"
"551","ENSP00000329403"
"552","ENSP00000329638"
"553","ENSP00000330051"
"554","ENSP00000330199"
"555","ENSP00000330432"
"556","ENSP00000330587"
"557","ENSP00000330658"
"558","ENSP00000331327"
"559","ENSP00000331544"
"560","ENSP00000331678"
"561","ENSP00000331698"
"562","ENSP00000331727"
"563","ENSP00000331746"
"564","ENSP00000331774"
"565","ENSP00000331902"
"566","ENSP00000331933"
"567","ENSP00000332404"
"568","ENSP00000332656"
"569","ENSP00000332771"
"570","ENSP00000332773"
"571","ENSP00000332806"
"572","ENSP00000333003"
"573","ENSP00000333203"
"574","ENSP00000333262"
"575","ENSP00000333395"
"576","ENSP00000333640"
"577","ENSP00000333664"
"578","ENSP00000333735"
"579","ENSP00000334002"
"580","ENSP00000334128"
"581","ENSP00000334134"
"582","ENSP00000334216"
"583","ENSP00000334223"
"584","ENSP00000334463"
"585","ENSP00000334563"
"586","ENSP00000334872"
"587","ENSP00000335292"
"588","ENSP00000336693"
"589","ENSP00000336729"
"590","ENSP00000336817"
"591","ENSP00000337335"
"592","ENSP00000337510"
"593","ENSP00000337733"
"594","ENSP00000337862"
"595","ENSP00000337907"
"596","ENSP00000337915"
"597","ENSP00000337946"
"598","ENSP00000339155"
"599","ENSP00000339356"
"600","ENSP00000339802"
"601","ENSP00000339824"
"602","ENSP00000339933"
"603","ENSP00000340292"
"604","ENSP00000340608"
"605","ENSP00000340677"
"606","ENSP00000340914"
"607","ENSP00000341032"
"608","ENSP00000341108"
"609","ENSP00000341291"
"610","ENSP00000341360"
"611","ENSP00000341490"
"612","ENSP00000341549"
"613","ENSP00000341640"
"614","ENSP00000341658"
"615","ENSP00000341819"
"616","ENSP00000341867"
"617","ENSP00000341911"
"618","ENSP00000342082"
"619","ENSP00000342137"
"620","ENSP00000342235"
"621","ENSP00000342336"
"622","ENSP00000342356"
"623","ENSP00000342850"
"624","ENSP00000343062"
"625","ENSP00000344219"
"626","ENSP00000344233"
"627","ENSP00000344432"
"628","ENSP00000344458"
"629","ENSP00000344674"
"630","ENSP00000344786"
"631","ENSP00000344801"
"632","ENSP00000344996"
"633","ENSP00000345008"
"634","ENSP00000345023"
"635","ENSP00000345179"
"636","ENSP00000345192"
"637","ENSP00000345229"
"638","ENSP00000345282"
"639","ENSP00000345751"
"640","ENSP00000345853"
"641","ENSP00000346127"
"642","ENSP00000346151"
"643","ENSP00000346240"
"644","ENSP00000346298"
"645","ENSP00000346478"
"646","ENSP00000346667"
"647","ENSP00000346981"
"648","ENSP00000346990"
"649","ENSP00000347152"
"650","ENSP00000347379"
"651","ENSP00000347484"
"652","ENSP00000347684"
"653","ENSP00000347712"
"654","ENSP00000347730"
"655","ENSP00000347742"
"656","ENSP00000347942"
"657","ENSP00000348602"
"658","ENSP00000348888"
"659","ENSP00000348912"
"660","ENSP00000348944"
"661","ENSP00000349003"
"662","ENSP00000349588"
"663","ENSP00000349677"
"664","ENSP00000350024"
"665","ENSP00000350418"
"666","ENSP00000350673"
"667","ENSP00000350815"
"668","ENSP00000350833"
"669","ENSP00000350928"
"670","ENSP00000351075"
"671","ENSP00000351190"
"672","ENSP00000351310"
"673","ENSP00000351338"
"674","ENSP00000351682"
"675","ENSP00000351805"
"676","ENSP00000351989"
"677","ENSP00000352097"
"678","ENSP00000352314"
"679","ENSP00000352358"
"680","ENSP00000352413"
"681","ENSP00000352447"
"682","ENSP00000352527"
"683","ENSP00000352882"
"684","ENSP00000353129"
"685","ENSP00000353198"
"686","ENSP00000353292"
"687","ENSP00000353331"
"688","ENSP00000353496"
"689","ENSP00000354003"
"690","ENSP00000354006"
"691","ENSP00000354080"
"692","ENSP00000354204"
"693","ENSP00000354238"
"694","ENSP00000354280"
"695","ENSP00000354376"
"696","ENSP00000354432"
"697","ENSP00000354488"
"698","ENSP00000354536"
"699","ENSP00000354643"
"700","ENSP00000354721"
"701","ENSP00000354778"
"702","ENSP00000354886"
"703","ENSP00000354896"
"704","ENSP00000355110"
"705","ENSP00000355133"
"706","ENSP00000355156"
"707","ENSP00000355192"
"708","ENSP00000355316"
"709","ENSP00000355377"
"710","ENSP00000355523"
"711","ENSP00000355760"
"712","ENSP00000355785"
"713","ENSP00000355904"
"714","ENSP00000355925"
"715","ENSP00000355986"
"716","ENSP00000355988"
"717","ENSP00000356024"
"718","ENSP00000356047"
