"","x"
"462","ENSP00000365462"
"463","ENSP00000365533"
"464","ENSP00000365601"
"465","ENSP00000365773"
"466","ENSP00000365883"
"467","ENSP00000366326"
"468","ENSP00000366797"
"469","ENSP00000366927"
"470","ENSP00000367032"
"471","ENSP00000367059"
"472","ENSP00000367064"
"473","ENSP00000367102"
"474","ENSP00000367123"
"475","ENSP00000367172"
"476","ENSP00000367346"
"477","ENSP00000367923"
"478","ENSP00000367938"
"479","ENSP00000367939"
"480","ENSP00000368190"
"481","ENSP00000368244"
"482","ENSP00000368517"
"483","ENSP00000368528"
"484","ENSP00000368612"
"485","ENSP00000368920"
"486","ENSP00000369134"
"487","ENSP00000369146"
"488","ENSP00000369176"
"489","ENSP00000369461"
"490","ENSP00000369739"
"491","ENSP00000369822"
"492","ENSP00000369921"
"493","ENSP00000369981"
"494","ENSP00000370519"
"495","ENSP00000370593"
"496","ENSP00000370737"
"497","ENSP00000371110"
"498","ENSP00000371230"
"499","ENSP00000371272"
"500","ENSP00000371517"
"501","ENSP00000371634"
"502","ENSP00000372326"
"503","ENSP00000373477"
"504","ENSP00000373808"
"505","ENSP00000373860"
"506","ENSP00000373964"
"507","ENSP00000374234"
"508","ENSP00000375829"
"509","ENSP00000376184"
"510","ENSP00000376333"
"511","ENSP00000376403"
"512","ENSP00000376465"
"513","ENSP00000376708"
"514","ENSP00000376732"
"515","ENSP00000376807"
"516","ENSP00000377003"
"517","ENSP00000377040"
"518","ENSP00000377303"
"519","ENSP00000377446"
"520","ENSP00000377470"
"521","ENSP00000377486"
"522","ENSP00000377494"
"523","ENSP00000377532"
"524","ENSP00000377668"
"525","ENSP00000377995"
"526","ENSP00000378199"
"527","ENSP00000378359"
"528","ENSP00000378408"
"529","ENSP00000378743"
"530","ENSP00000378782"
"531","ENSP00000378920"
"532","ENSP00000379008"
"533","ENSP00000379228"
"534","ENSP00000379326"
"535","ENSP00000379367"
"536","ENSP00000379386"
"537","ENSP00000379438"
"538","ENSP00000379619"
"539","ENSP00000379822"
"540","ENSP00000379845"
"541","ENSP00000379862"
"542","ENSP00000379865"
"543","ENSP00000379866"
"544","ENSP00000379895"
"545","ENSP00000380250"
"546","ENSP00000380365"
"547","ENSP00000380442"
"548","ENSP00000380666"
"549","ENSP00000381057"
"550","ENSP00000381133"
"551","ENSP00000381140"
"552","ENSP00000381340"
"553","ENSP00000381448"
"554","ENSP00000381785"
"555","ENSP00000381895"
"556","ENSP00000382327"
"557","ENSP00000383232"
"558","ENSP00000383364"
"559","ENSP00000383365"
"560","ENSP00000384296"
"561","ENSP00000384363"
"562","ENSP00000384364"
"563","ENSP00000384367"
"564","ENSP00000384491"
"565","ENSP00000384719"
"566","ENSP00000385790"
"567","ENSP00000385828"
"568","ENSP00000386289"
"569","ENSP00000386385"
"570","ENSP00000386665"
"571","ENSP00000387123"
"572","ENSP00000389160"
"573","ENSP00000389175"
"574","ENSP00000389252"
"575","ENSP00000389813"
"576","ENSP00000390590"
"577","ENSP00000391397"
"578","ENSP00000392411"
"579","ENSP00000392709"
"580","ENSP00000393557"
"581","ENSP00000394485"
"582","ENSP00000398064"
"583","ENSP00000401145"
"584","ENSP00000401720"
"585","ENSP00000401831"
"586","ENSP00000402152"
"587","ENSP00000402608"
"588","ENSP00000402661"
"589","ENSP00000402861"
"590","ENSP00000403104"
"591","ENSP00000403644"
"592","ENSP00000404203"
"593","ENSP00000405708"
"594","ENSP00000407112"
"595","ENSP00000408025"
"596","ENSP00000408576"
"597","ENSP00000410309"
"598","ENSP00000412940"
"599","ENSP00000415090"
"600","ENSP00000416750"
"601","ENSP00000417085"
"602","ENSP00000417142"
"603","ENSP00000417378"
"604","ENSP00000417480"
"605","ENSP00000417656"
"606","ENSP00000417901"
"607","ENSP00000418008"
"608","ENSP00000418348"
"609","ENSP00000418397"
"610","ENSP00000418438"
"611","ENSP00000418525"
"612","ENSP00000418842"
"613","ENSP00000419027"
"614","ENSP00000419038"
"615","ENSP00000419081"
"616","ENSP00000419087"
"617","ENSP00000419325"
"618","ENSP00000420194"
"619","ENSP00000420477"
"620","ENSP00000422591"
"621","ENSP00000422607"
"622","ENSP00000423190"
"623","ENSP00000423673"
"624","ENSP00000423812"
"625","ENSP00000424565"
"626","ENSP00000425759"
"627","ENSP00000426638"
"628","ENSP00000427679"
"629","ENSP00000428895"
"630","ENSP00000429473"
"631","ENSP00000430128"
"632","ENSP00000430269"
"633","ENSP00000430344"
"634","ENSP00000430494"
"635","ENSP00000430690"
"636","ENSP00000430918"
"637","ENSP00000432568"
"638","ENSP00000432845"
"639","ENSP00000434033"
"640","ENSP00000434887"
"641","ENSP00000438455"
"642","ENSP00000440077"
"643","ENSP00000441126"
"644","ENSP00000441283"
"645","ENSP00000442050"
"646","ENSP00000442397"
"647","ENSP00000445306"
"648","ENSP00000445340"
"649","ENSP00000446242"
"650","ENSP00000447378"
"651","ENSP00000448059"
"652","ENSP00000449079"
"653","ENSP00000449535"
